"File","DeclaringType","Property","Kind","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ChartTitle.cs","ChartTitle","ShapeProperties","Property","54"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ChartTitle.cs","ChartTitle","Text","Property","47"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ChartTitle.cs","ChartTitle","TxPrTextBody","Property","61"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Clear.cs","Clear","GeoChildEntitiesQueryResults","Property","47"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Clear.cs","Clear","GeoDataEntityQueryResults","Property","33"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Clear.cs","Clear","GeoDataPointToEntityQueryResults","Property","40"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Clear.cs","Clear","GeoLocationQueryResults","Property","26"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Clear.cs","Clear","GeoParentEntitiesQueryResults","Property","54"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent1","Property","55"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent2","Property","62"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent3","Property","69"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent4","Property","76"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent5","Property","83"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Accent6","Property","90"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Background1","Property","27"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Background2","Property","41"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","ExtensionList","Property","111"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","FollowedHyperlink","Property","104"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Hyperlink","Property","97"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Text1","Property","34"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ColorMappingType.cs","ColorMappingType","Text2","Property","48"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","ApplicationNonVisualDrawingProperties","Property","46"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","BlackWhiteMode","Property","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","NonVisualContentPartProperties","Property","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","RelationshipId","Property","25"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ContentPart.cs","ContentPart","Transform2D","Property","53"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Data.cs","Data","Id","Property","27"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","DataLabelVisibilities","Property","64"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","ExtensionList","Property","78"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","Idx","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","NumberFormat","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","Pos","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","SeparatorXsdString","Property","71"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","ShapeProperties","Property","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabel.cs","DataLabel","TxPrTextBody","Property","57"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelHidden.cs","DataLabelHidden","Idx","Property","26"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","CategoryName","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","SeriesName","Property","29"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataLabelVisibilities.cs","DataLabelVisibilities","Value","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","ExtensionList","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","Idx","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\DataPoint.cs","DataPoint","ShapeProperties","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ExternalData.cs","ExternalData","AutoUpdate","Property","40"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\ExternalData.cs","ExternalData","Id","Property","33"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","ExtensionList","Property","46"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","Idx","Property","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\FormatOverride.cs","FormatOverride","ShapeProperties","Property","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoCache.cs","GeoCache","Provider","Property","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQuery.cs","GeoChildEntitiesQuery","EntityId","Property","32"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQuery.cs","GeoChildEntitiesQuery","GeoChildTypes","Property","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQueryResult.cs","GeoChildEntitiesQueryResult","GeoChildEntities","Property","40"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoChildEntitiesQueryResult.cs","GeoChildEntitiesQueryResult","GeoChildEntitiesQuery","Property","33"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","Copyrights","Property","83"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","East","Property","48"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","EntityId","Property","41"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","EntityName","Property","34"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","GeoPolygons","Property","76"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","North","Property","62"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","South","Property","69"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoData.cs","GeoData","West","Property","55"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQuery.cs","GeoDataEntityQuery","EntityId","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQuery.cs","GeoDataEntityQuery","EntityType","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQueryResult.cs","GeoDataEntityQueryResult","GeoData","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataEntityQueryResult.cs","GeoDataEntityQueryResult","GeoDataEntityQuery","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","EntityType","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","Latitude","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointQuery.cs","GeoDataPointQuery","Longitude","Property","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQuery.cs","GeoDataPointToEntityQuery","EntityId","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQuery.cs","GeoDataPointToEntityQuery","EntityType","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQueryResult.cs","GeoDataPointToEntityQueryResult","GeoDataPointQuery","Property","34"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoDataPointToEntityQueryResult.cs","GeoDataPointToEntityQueryResult","GeoDataPointToEntityQuery","Property","41"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoEntity.cs","GeoEntity","EntityName","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoEntity.cs","GeoEntity","EntityType","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","Attribution","Property","64"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","CultureLanguage","Property","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","CultureRegion","Property","57"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","GeoCache","Property","71"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","ProjectionType","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Geography.cs","Geography","ViewedRegionType","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityId","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityName","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoHierarchyEntity.cs","GeoHierarchyEntity","EntityType","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Address","Property","65"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","EntityName","Property","51"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","EntityType","Property","58"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Latitude","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocation.cs","GeoLocation","Longitude","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","AdminDistrict1","Property","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","AdminDistrict2","Property","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","CountryRegion","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","EntityType","Property","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQuery.cs","GeoLocationQuery","PostalCode","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQueryResult.cs","GeoLocationQueryResult","GeoLocationQuery","Property","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoLocationQueryResult.cs","GeoLocationQueryResult","GeoLocations","Property","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQuery.cs","GeoParentEntitiesQuery","EntityId","Property","34"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoEntity","Property","43"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoParentEntitiesQuery","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntitiesQueryResult.cs","GeoParentEntitiesQueryResult","GeoParentEntity","Property","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoParentEntity.cs","GeoParentEntity","EntityId","Property","36"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","NumPoints","Property","40"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","PcaRings","Property","47"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\GeoPolygon.cs","GeoPolygon","PolygonId","Property","33"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","AlignWithMargins","Property","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","DifferentFirst","Property","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","DifferentOddEven","Property","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","EvenFooterXsdString","Property","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","EvenHeaderXsdString","Property","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","FirstFooterXsdString","Property","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","FirstHeaderXsdString","Property","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","OddFooterXsdString","Property","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\HeaderFooter.cs","HeaderFooter","OddHeaderXsdString","Property","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Align","Property","23"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Overlay","Property","30"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","Pos","Property","16"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","ShapeProperties","Property","37"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\Legend.cs","Legend","TxPrTextBody","Property","44"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorGridlinesGridlines.cs","MajorGridlinesGridlines","ExtensionList","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorGridlinesGridlines.cs","MajorGridlinesGridlines","ShapeProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MajorTickMarksTickMarks.cs","MajorTickMarksTickMarks","ExtensionList","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","ExtremeValueColorPosition","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","NumberColorPosition","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MaxValueColorEndPosition.cs","MaxValueColorEndPosition","PercentageColorPosition","Property","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorGridlinesGridlines.cs","MinorGridlinesGridlines","ExtensionList","Property","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorGridlinesGridlines.cs","MinorGridlinesGridlines","ShapeProperties","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinorTickMarksTickMarks.cs","MinorTickMarksTickMarks","ExtensionList","Property","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Drawings.ChartDrawings\MinValueColorEndPosition.cs","MinValueColorEndPosition","ExtremeValueColorPosition","Property","14"
