"File","Property","Line"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","Title","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","UserDrawn","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","UserHidden","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\PolyLine.cs","WrapCoordinates","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","ConnectionLocation","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","End","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","ShapeReference","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Proxy.cs","Start","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","AllowInCell","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","AllowOverlap","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Alternate","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","BlackWhiteMode","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","BorderBottomColor","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","BorderLeftColor","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","BorderRightColor","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","BorderTopColor","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Bullet","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Button","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Class","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Clip","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","ClipToWrap","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","ConnectorType","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","CoordinateOrigin","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","CoordinateSize","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","DiagramLayout","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","DiagramLayoutMostRecentUsed","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","DiagramNodeKind","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","DoubleClickNotify","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","FillColor","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Filled","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","ForceDash","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","GfxData","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Horizontal","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","HorizontalAlignment","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","HorizontalNoShade","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","HorizontalPercentage","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","HorizontalStandard","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Href","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Id","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","InsetMode","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","InsetPen","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","NormalBlackWhiteMode","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Ole","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","OleIcon","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Oned","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","OptionalNumber","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","OptionalString","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","PreferRelative","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Print","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","PureBlackWhiteMode","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","RegroupId","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","StrokeColor","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Stroked","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","StrokeWeight","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Style","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Target","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","Title","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","UserDrawn","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","UserHidden","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rectangle.cs","WrapCoordinates","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RegroupTable.cs","Extension","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","CenterShapeId","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","DestinationId","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","Extension","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Relation.cs","SourceId","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RelationTable.cs","Extension","20"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","AllowInCell","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","AllowOverlap","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Alternate","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","ArcSize","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","BlackWhiteMode","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","BorderBottomColor","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","BorderLeftColor","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","BorderRightColor","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","BorderTopColor","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Bullet","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Button","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Class","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Clip","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","ClipToWrap","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","ConnectorType","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","CoordinateSize","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","DiagramLayout","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","DiagramLayoutMostRecentUsed","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","DiagramNodeKind","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","DoubleClickNotify","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","FillColor","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Filled","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","ForceDash","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","GfxData","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Horizontal","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","HorizontalAlignment","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","HorizontalNoShade","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","HorizontalPercentage","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","HorizontalStandard","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Href","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Id","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","InsetMode","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","InsetPen","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","NormalBlackWhiteMode","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Ole","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","OleIcon","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Oned","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","OptionalNumber","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","OptionalString","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","PreferRelative","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Print","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","PureBlackWhiteMode","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","RegroupId","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","StrokeColor","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Stroked","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","StrokeWeight","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Style","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Target","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","Title","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","UserDrawn","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","UserHidden","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\RoundRectangle.cs","WrapCoordinates","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","How","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Id","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","ShapeReference","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rule.cs","Type","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Rules.cs","Extension","19"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Color","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Color2","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Id","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Matrix","84"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Obscured","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Offset","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Offset2","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","On","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Opacity","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Origin","77"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shadow.cs","Type","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Adjustment","381"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","AllowInCell","178"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","AllowOverlap","185"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Alternate","59"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","BlackWhiteMode","311"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","BorderBottomColor","213"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","BorderLeftColor","206"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","BorderRightColor","220"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","BorderTopColor","199"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Bullet","136"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Button","122"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Class","45"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Clip","367"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","ClipToWrap","360"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","ConnectorType","304"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","CoordinateOrigin","73"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","CoordinateSize","66"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","DiagramLayout","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","DiagramLayoutMostRecentUsed","241"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","DiagramNodeKind","234"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","DoubleClickNotify","115"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","EdgePath","388"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","EncodedPackage","395"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","EquationXml","402"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","FillColor","262"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Filled","255"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","ForceDash","332"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Horizontal","143"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","HorizontalAlignment","171"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","HorizontalNoShade","157"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","HorizontalPercentage","164"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","HorizontalStandard","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Href","31"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Id","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","InsetMode","248"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","InsetPen","290"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","NormalBlackWhiteMode","325"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Ole","346"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","OleIcon","339"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Oned","101"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","OptionalNumber","297"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","OptionalString","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","PreferRelative","353"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Print","87"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","PureBlackWhiteMode","318"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","RegroupId","108"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","StrokeColor","276"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Stroked","269"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","StrokeWeight","283"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Style","24"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Target","38"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Title","52"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","Type","374"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","UserDrawn","192"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","UserHidden","129"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\Shape.cs","WrapCoordinates","80"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","AllowInCell","83"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","AllowOverlap","94"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","BeFilled","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Callout","194"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","ColorMenu","227"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","ColorMostRecentlyUsed","216"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Extension","238"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Extrusion","183"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Fill","117"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","FillColor","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","ImageData","128"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","InsetMode","105"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","IsStroke","61"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Lock","205"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","MaxShapeId","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Shadow","161"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Skew","172"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Stroke","139"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","StrokeColor","72"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","Style","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeDefaults.cs","TextBox","150"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","InvertX","35"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","InvertY","42"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","Map","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","Polar","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","Position","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","RadiusRange","70"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","Switch","49"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","XRange","56"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeHandle.cs","YRange","63"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeIdMap.cs","Data","21"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeIdMap.cs","Extension","14"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeLayout.cs","Extension","17"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeLayout.cs","RegroupTable","39"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeLayout.cs","Rules","50"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeLayout.cs","ShapeIdMap","28"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeType.cs","Adjustment","376"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeType.cs","AllowInCell","180"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeType.cs","AllowOverlap","187"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Vml\ShapeType.cs","Alternate","61"
