"File","DeclaringType","Property","Kind"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\FieldMapData.cs","FieldMapData","DynamicAddress","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\FieldMapData.cs","FieldMapData","LanguageId","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\FieldMapData.cs","FieldMapData","MailMergeFieldType","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\FieldMapData.cs","FieldMapData","MappedName","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\FieldMapData.cs","FieldMapData","Name","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","ActiveRecord","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","AddressFieldName","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","CheckErrors","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","ConnectString","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","DataSourceObject","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","DataSourceReference","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","DataType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","Destination","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","DoNotSuppressBlankLines","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","HeaderSource","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","LinkToQuery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","MailAsAttachment","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","MailSubject","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","MainDocumentType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","Query","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\MailMerge.cs","MailMerge","ViewMergedData","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\SingleDataSourceRecord.cs","SingleDataSourceRecord","RecordHashCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Mail merge\SingleDataSourceRecord.cs","SingleDataSourceRecord","RecordIncluded","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","MultiLevelType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","Name","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","NsId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","NumberingStyleLink","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","StyleLink","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\AbstractNumbering.cs","AbstractNumbering","TemplateCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\Numbering.cs","Numbering","LastRevAbstractNumbering","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingFormat.cs","NumberingFormat","Custom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingFormat.cs","NumberingFormat","Type","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingInstance.cs","NumberingInstance","AbstractNumId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingInstance.cs","NumberingInstance","DurableId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","IsLegalNumberingStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","Justification","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","LegacyNumbering","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","LevelPictureBulletId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","LevelRestart","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","LevelSuffix","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","LevelText","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","NumberingFormat","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","NumberingSymbolRunProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","ParagraphProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","ParagraphStyleIdInLevel","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","StartNumberingValue","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","TemplateCode","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevel.cs","NumberingLevel","Tentative","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevelOverride.cs","NumberingLevelOverride","Level","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevelOverride.cs","NumberingLevelOverride","StartOverrideNumberingValue","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingLevelParagraphProperties.cs","NumberingLevelParagraphProperties","ParagraphStyleId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingProperties.cs","NumberingProperties","Inserted","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingProperties.cs","NumberingProperties","NumberingChange","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingProperties.cs","NumberingProperties","NumberingId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Numbering\NumberingProperties.cs","NumberingProperties","NumberingLevelReference","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","End","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","EndCharacters","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","FirstLine","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","FirstLineChars","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","Hanging","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","HangingChars","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","Start","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\Indentation.cs","Indentation","StartCharacters","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\NoLineBreaksAfterKinsoku.cs","NoLineBreaksAfterKinsoku","Language","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\NoLineBreaksAfterKinsoku.cs","NoLineBreaksAfterKinsoku","Val","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\NoLineBreaksBeforeKinsoku.cs","NoLineBreaksBeforeKinsoku","Language","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\NoLineBreaksBeforeKinsoku.cs","NoLineBreaksBeforeKinsoku","Val","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","BarBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","BetweenBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","BottomBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","LeftBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","RightBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphBorders.cs","ParagraphBorders","TopBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","ConditionalFormatStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","DivId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","ParagraphMarkRunProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","ParagraphPropertiesChange","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","ParagraphStyleId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\ParagraphProperties.cs","ParagraphProperties","SectionProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\PreviousParagraphProperties.cs","PreviousParagraphProperties","ParagraphStyleId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Paragraph properties\TabStop.cs","TabStop","Leader","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\References\RelationshipType(T).cs","RelationshipType","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Revisions\Person.cs","Person","Author","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Revisions\Person.cs","Person","PresenceInfo","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Revisions\PresenceInfo.cs","PresenceInfo","ProviderId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Revisions\PresenceInfo.cs","PresenceInfo","UserId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\Ruby.cs","Ruby","RubyBase","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\Ruby.cs","Ruby","RubyContent","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\Ruby.cs","Ruby","RubyProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","Dirty","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","LanguageId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","PhoneticGuideBaseTextSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","PhoneticGuideRaise","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","PhoneticGuideTextFontSize","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Ruby\RubyProperties.cs","RubyProperties","RubyAlign","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\Break.cs","Break","Clear","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\Break.cs","Break","Type","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\ContentPart.cs","ContentPart","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\PositionalTab.cs","PositionalTab","Alignment","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\PositionalTab.cs","PositionalTab","Leader","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run content\PositionalTab.cs","PositionalTab","RelativeTo","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\EastAsianLayout.cs","EastAsianLayout","Combine","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\EastAsianLayout.cs","EastAsianLayout","CombineBrackets","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\EastAsianLayout.cs","EastAsianLayout","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\EastAsianLayout.cs","EastAsianLayout","Vertical","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\EastAsianLayout.cs","EastAsianLayout","VerticalCompress","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\FillTextEffect.cs","FillTextEffect","GradientFillProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\FillTextEffect.cs","FillTextEffect","NoFillEmpty","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\FillTextEffect.cs","FillTextEffect","SolidColorFillProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\FitText.cs","FitText","Id","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\FitText.cs","FitText","Width","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\RunFonts.cs","RunFonts","AsciiTheme","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Run properties\Underline.cs","Underline","Type","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtCell.cs","SdtCell","SdtEndCharProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtCell.cs","SdtCell","SdtProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentCheckBox.cs","SdtContentCheckBox","Checked","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentCheckBox.cs","SdtContentCheckBox","CheckedState","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentCheckBox.cs","SdtContentCheckBox","UncheckedState","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDate.cs","SdtContentDate","Calendar","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDate.cs","SdtContentDate","DateFormat","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDate.cs","SdtContentDate","FullDate","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDate.cs","SdtContentDate","LanguageId","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDate.cs","SdtContentDate","SdtDateMappingType","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartList.cs","SdtContentDocPartList","DocPartCategory","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartList.cs","SdtContentDocPartList","DocPartGallery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartList.cs","SdtContentDocPartList","DocPartUnique","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartObject.cs","SdtContentDocPartObject","DocPartCategory","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartObject.cs","SdtContentDocPartObject","DocPartGallery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentDocPartObject.cs","SdtContentDocPartObject","DocPartUnique","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtContentText.cs","SdtContentText","MultiLine","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtDocPartType.cs","SdtDocPartType","DocPartCategory","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtDocPartType.cs","SdtDocPartType","DocPartGallery","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtDocPartType.cs","SdtDocPartType","DocPartUnique","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtElement.cs","SdtElement","SdtEndCharProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtElement.cs","SdtElement","SdtProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtPlaceholder.cs","SdtPlaceholder","DocPartReference","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtProperties.cs","SdtProperties","IsRepeatedSectionItem","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtProperties.cs","SdtProperties","SdtContentComboBox","Element"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRepeatedSection.cs","SdtRepeatedSection","DoNotAllowInsertDeleteSection","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRepeatedSection.cs","SdtRepeatedSection","SectionTitle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRow.cs","SdtRow","SdtEndCharProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRow.cs","SdtRow","SdtProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRun.cs","SdtRun","SdtEndCharProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRun.cs","SdtRun","SdtProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRunRuby.cs","SdtRunRuby","SdtEndCharProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sdt\SdtRunRuby.cs","SdtRunRuby","SdtProperties","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\LineNumberType.cs","LineNumberType","CountBy","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\LineNumberType.cs","LineNumberType","Distance","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\LineNumberType.cs","LineNumberType","Restart","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\LineNumberType.cs","LineNumberType","Start","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","BottomBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","Display","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","LeftBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","OffsetFrom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","RightBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","TopBorder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageBorders.cs","PageBorders","ZOrder","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Bottom","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Footer","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Gutter","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Header","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Left","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Right","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageMargin.cs","PageMargin","Top","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageNumberType.cs","PageNumberType","ChapterSeparator","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageNumberType.cs","PageNumberType","ChapterStyle","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageNumberType.cs","PageNumberType","Format","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageNumberType.cs","PageNumberType","Start","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageSize.cs","PageSize","Height","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageSize.cs","PageSize","Orient","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PageSize.cs","PageSize","Width","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PaperSource.cs","PaperSource","First","Property"
"D:\OneDrive\VS\Projects\DocxDocument\DocumentModel.InOpenXml\Wordprocessing\Sections\PaperSource.cs","PaperSource","Other","Property"
